well_name,route,production_method,asset_type,date,check_type
well 28,route 1,gas-lift,well/pad,2023-02-03,"check, validate"
well 3,route 1,esp,well/pad,2023-02-03,"check, validate"
well 31,route 1,esp,well/pad,2023-02-03,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-02-03,"check, validate"
well 35,route 1,esp,well/pad,2023-02-03,"check, validate"
well 38,route 1,esp,well/pad,2023-02-03,"check, validate"
well 45,route 1,plunger,well/pad,2023-02-03,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-02-03,"check, validate"
well 5,route 1,esp,well/pad,2023-02-03,"check, validate"
well 7,route 1,esp,well/pad,2023-02-03,"check, validate"
well 9,route 1,plunger,well/pad,2023-02-03,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-02-04,check
asset 3,route 1,,ip_pad,2023-02-04,check
asset 4,route 1,,tank_battery,2023-02-04,"check, validate"
asset 5,route 1,,tank_battery,2023-02-04,"check, validate"
asset 9,route 1,,tank_battery,2023-02-04,"check, validate"
well 0,route 1,comp,well/pad,2023-02-04,check
well 16,route 1,comp,well/pad,2023-02-04,check
well 2,route 1,rod-lift,well/pad,2023-02-04,"check, validate"
well 23,route 1,comp,well/pad,2023-02-04,check
well 27,route 1,comp,well/pad,2023-02-04,check
well 29,route 1,rod-lift,well/pad,2023-02-04,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-04,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-04,"check, validate"
well 37,route 1,comp,well/pad,2023-02-04,check
well 4,route 1,rod-lift,well/pad,2023-02-04,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-04,"check, validate"
well 44,route 1,comp,well/pad,2023-02-04,check
well 46,route 1,comp,well/pad,2023-02-04,check
asset 2,route 1,,ip_mp_fm,2023-02-05,check
asset 3,route 1,,ip_pad,2023-02-05,check
asset 4,route 1,,tank_battery,2023-02-05,check
asset 5,route 1,,tank_battery,2023-02-05,check
asset 9,route 1,,tank_battery,2023-02-05,check
asset 2,route 1,,ip_mp_fm,2023-02-06,check
asset 3,route 1,,ip_pad,2023-02-06,check
asset 4,route 1,,tank_battery,2023-02-06,check
asset 5,route 1,,tank_battery,2023-02-06,check
asset 9,route 1,,tank_battery,2023-02-06,check
asset 2,route 1,,ip_mp_fm,2023-02-07,check
asset 3,route 1,,ip_pad,2023-02-07,check
asset 4,route 1,,tank_battery,2023-02-07,check
asset 5,route 1,,tank_battery,2023-02-07,check
asset 9,route 1,,tank_battery,2023-02-07,check
well 0,route 1,comp,well/pad,2023-02-07,check
well 16,route 1,comp,well/pad,2023-02-07,check
well 2,route 1,rod-lift,well/pad,2023-02-07,"check, validate"
well 23,route 1,comp,well/pad,2023-02-07,check
well 27,route 1,comp,well/pad,2023-02-07,check
well 29,route 1,rod-lift,well/pad,2023-02-07,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-07,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-07,"check, validate"
well 37,route 1,comp,well/pad,2023-02-07,check
well 4,route 1,rod-lift,well/pad,2023-02-07,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-07,"check, validate"
well 44,route 1,comp,well/pad,2023-02-07,check
well 46,route 1,comp,well/pad,2023-02-07,check
asset 2,route 1,,ip_mp_fm,2023-02-08,check
asset 3,route 1,,ip_pad,2023-02-08,check
asset 4,route 1,,tank_battery,2023-02-08,check
asset 5,route 1,,tank_battery,2023-02-08,check
asset 9,route 1,,tank_battery,2023-02-08,check
well 13,route 1,esp,well/pad,2023-02-08,"check, validate"
well 14,route 1,plunger,well/pad,2023-02-08,"check, validate"
well 15,route 1,esp,well/pad,2023-02-08,"check, validate"
well 17,route 1,esp,well/pad,2023-02-08,"check, validate"
well 18,route 1,esp,well/pad,2023-02-08,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-02-08,"check, validate"
well 3,route 1,esp,well/pad,2023-02-08,"check, validate"
well 31,route 1,esp,well/pad,2023-02-08,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-02-08,"check, validate"
well 35,route 1,esp,well/pad,2023-02-08,"check, validate"
well 38,route 1,esp,well/pad,2023-02-08,"check, validate"
well 45,route 1,plunger,well/pad,2023-02-08,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-02-08,"check, validate"
well 5,route 1,esp,well/pad,2023-02-08,"check, validate"
well 7,route 1,esp,well/pad,2023-02-08,"check, validate"
well 9,route 1,plunger,well/pad,2023-02-08,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-02-09,check
asset 3,route 1,,ip_pad,2023-02-09,check
asset 4,route 1,,tank_battery,2023-02-09,check
asset 5,route 1,,tank_battery,2023-02-09,check
asset 9,route 1,,tank_battery,2023-02-09,check
asset 2,route 1,,ip_mp_fm,2023-02-10,check
asset 3,route 1,,ip_pad,2023-02-10,check
asset 4,route 1,,tank_battery,2023-02-10,check
asset 5,route 1,,tank_battery,2023-02-10,check
asset 9,route 1,,tank_battery,2023-02-10,check
well 0,route 1,comp,well/pad,2023-02-10,check
well 16,route 1,comp,well/pad,2023-02-10,check
well 2,route 1,rod-lift,well/pad,2023-02-10,"check, validate"
well 23,route 1,comp,well/pad,2023-02-10,check
well 27,route 1,comp,well/pad,2023-02-10,check
well 29,route 1,rod-lift,well/pad,2023-02-10,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-10,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-10,"check, validate"
well 37,route 1,comp,well/pad,2023-02-10,check
well 4,route 1,rod-lift,well/pad,2023-02-10,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-10,"check, validate"
well 44,route 1,comp,well/pad,2023-02-10,check
well 46,route 1,comp,well/pad,2023-02-10,check
asset 2,route 1,,ip_mp_fm,2023-02-11,check
asset 3,route 1,,ip_pad,2023-02-11,check
asset 4,route 1,,tank_battery,2023-02-11,check
asset 5,route 1,,tank_battery,2023-02-11,check
asset 9,route 1,,tank_battery,2023-02-11,check
asset 2,route 1,,ip_mp_fm,2023-02-12,check
asset 3,route 1,,ip_pad,2023-02-12,check
asset 4,route 1,,tank_battery,2023-02-12,check
asset 5,route 1,,tank_battery,2023-02-12,check
asset 9,route 1,,tank_battery,2023-02-12,check
asset 2,route 1,,ip_mp_fm,2023-02-13,check
asset 3,route 1,,ip_pad,2023-02-13,check
asset 4,route 1,,tank_battery,2023-02-13,check
asset 5,route 1,,tank_battery,2023-02-13,check
asset 9,route 1,,tank_battery,2023-02-13,check
well 0,route 1,comp,well/pad,2023-02-13,check
well 13,route 1,esp,well/pad,2023-02-13,"check, validate"
well 14,route 1,plunger,well/pad,2023-02-13,"check, validate"
well 15,route 1,esp,well/pad,2023-02-13,"check, validate"
well 16,route 1,comp,well/pad,2023-02-13,check
well 17,route 1,esp,well/pad,2023-02-13,"check, validate"
well 18,route 1,esp,well/pad,2023-02-13,"check, validate"
well 2,route 1,rod-lift,well/pad,2023-02-13,"check, validate"
well 23,route 1,comp,well/pad,2023-02-13,check
well 27,route 1,comp,well/pad,2023-02-13,check
well 28,route 1,gas-lift,well/pad,2023-02-13,"check, validate"
well 29,route 1,rod-lift,well/pad,2023-02-13,"check, validate"
well 3,route 1,esp,well/pad,2023-02-13,"check, validate"
well 31,route 1,esp,well/pad,2023-02-13,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-13,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-02-13,"check, validate"
well 35,route 1,esp,well/pad,2023-02-13,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-13,"check, validate"
well 37,route 1,comp,well/pad,2023-02-13,check
well 38,route 1,esp,well/pad,2023-02-13,"check, validate"
well 4,route 1,rod-lift,well/pad,2023-02-13,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-13,"check, validate"
well 44,route 1,comp,well/pad,2023-02-13,check
well 45,route 1,plunger,well/pad,2023-02-13,"check, validate"
well 46,route 1,comp,well/pad,2023-02-13,check
well 48,route 1,gas-lift,well/pad,2023-02-13,"check, validate"
well 5,route 1,esp,well/pad,2023-02-13,"check, validate"
well 7,route 1,esp,well/pad,2023-02-13,"check, validate"
well 9,route 1,plunger,well/pad,2023-02-13,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-02-14,check
asset 3,route 1,,ip_pad,2023-02-14,check
asset 4,route 1,,tank_battery,2023-02-14,check
asset 5,route 1,,tank_battery,2023-02-14,check
asset 9,route 1,,tank_battery,2023-02-14,check
asset 2,route 1,,ip_mp_fm,2023-02-15,check
asset 3,route 1,,ip_pad,2023-02-15,check
asset 4,route 1,,tank_battery,2023-02-15,check
asset 5,route 1,,tank_battery,2023-02-15,check
asset 9,route 1,,tank_battery,2023-02-15,check
asset 2,route 1,,ip_mp_fm,2023-02-16,check
asset 3,route 1,,ip_pad,2023-02-16,check
asset 4,route 1,,tank_battery,2023-02-16,check
asset 5,route 1,,tank_battery,2023-02-16,check
asset 9,route 1,,tank_battery,2023-02-16,check
well 0,route 1,comp,well/pad,2023-02-16,check
well 16,route 1,comp,well/pad,2023-02-16,check
well 2,route 1,rod-lift,well/pad,2023-02-16,"check, validate"
well 23,route 1,comp,well/pad,2023-02-16,check
well 27,route 1,comp,well/pad,2023-02-16,check
well 29,route 1,rod-lift,well/pad,2023-02-16,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-16,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-16,"check, validate"
well 37,route 1,comp,well/pad,2023-02-16,check
well 4,route 1,rod-lift,well/pad,2023-02-16,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-16,"check, validate"
well 44,route 1,comp,well/pad,2023-02-16,check
well 46,route 1,comp,well/pad,2023-02-16,check
asset 2,route 1,,ip_mp_fm,2023-02-17,check
asset 3,route 1,,ip_pad,2023-02-17,check
asset 4,route 1,,tank_battery,2023-02-17,check
asset 5,route 1,,tank_battery,2023-02-17,check
asset 9,route 1,,tank_battery,2023-02-17,check
asset 2,route 1,,ip_mp_fm,2023-02-18,check
asset 3,route 1,,ip_pad,2023-02-18,check
asset 4,route 1,,tank_battery,2023-02-18,"check, validate"
asset 5,route 1,,tank_battery,2023-02-18,"check, validate"
asset 9,route 1,,tank_battery,2023-02-18,"check, validate"
well 13,route 1,esp,well/pad,2023-02-18,"check, validate"
well 14,route 1,plunger,well/pad,2023-02-18,"check, validate"
well 15,route 1,esp,well/pad,2023-02-18,"check, validate"
well 17,route 1,esp,well/pad,2023-02-18,"check, validate"
well 18,route 1,esp,well/pad,2023-02-18,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-02-18,"check, validate"
well 3,route 1,esp,well/pad,2023-02-18,"check, validate"
well 31,route 1,esp,well/pad,2023-02-18,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-02-18,"check, validate"
well 35,route 1,esp,well/pad,2023-02-18,"check, validate"
well 38,route 1,esp,well/pad,2023-02-18,"check, validate"
well 45,route 1,plunger,well/pad,2023-02-18,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-02-18,"check, validate"
well 5,route 1,esp,well/pad,2023-02-18,"check, validate"
well 7,route 1,esp,well/pad,2023-02-18,"check, validate"
well 9,route 1,plunger,well/pad,2023-02-18,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-02-19,check
asset 3,route 1,,ip_pad,2023-02-19,check
asset 4,route 1,,tank_battery,2023-02-19,check
asset 5,route 1,,tank_battery,2023-02-19,check
asset 9,route 1,,tank_battery,2023-02-19,check
well 0,route 1,comp,well/pad,2023-02-19,check
well 16,route 1,comp,well/pad,2023-02-19,check
well 2,route 1,rod-lift,well/pad,2023-02-19,"check, validate"
well 23,route 1,comp,well/pad,2023-02-19,check
well 27,route 1,comp,well/pad,2023-02-19,check
well 29,route 1,rod-lift,well/pad,2023-02-19,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-19,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-19,"check, validate"
well 37,route 1,comp,well/pad,2023-02-19,check
well 4,route 1,rod-lift,well/pad,2023-02-19,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-19,"check, validate"
well 44,route 1,comp,well/pad,2023-02-19,check
well 46,route 1,comp,well/pad,2023-02-19,check
asset 2,route 1,,ip_mp_fm,2023-02-20,check
asset 3,route 1,,ip_pad,2023-02-20,check
asset 4,route 1,,tank_battery,2023-02-20,check
asset 5,route 1,,tank_battery,2023-02-20,check
asset 9,route 1,,tank_battery,2023-02-20,check
asset 2,route 1,,ip_mp_fm,2023-02-21,check
asset 3,route 1,,ip_pad,2023-02-21,check
asset 4,route 1,,tank_battery,2023-02-21,check
asset 5,route 1,,tank_battery,2023-02-21,check
asset 9,route 1,,tank_battery,2023-02-21,check
asset 2,route 1,,ip_mp_fm,2023-02-22,check
asset 3,route 1,,ip_pad,2023-02-22,check
asset 4,route 1,,tank_battery,2023-02-22,check
asset 5,route 1,,tank_battery,2023-02-22,check
asset 9,route 1,,tank_battery,2023-02-22,check
well 0,route 1,comp,well/pad,2023-02-22,check
well 16,route 1,comp,well/pad,2023-02-22,check
well 2,route 1,rod-lift,well/pad,2023-02-22,"check, validate"
well 23,route 1,comp,well/pad,2023-02-22,check
well 27,route 1,comp,well/pad,2023-02-22,check
well 29,route 1,rod-lift,well/pad,2023-02-22,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-22,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-22,"check, validate"
well 37,route 1,comp,well/pad,2023-02-22,check
well 4,route 1,rod-lift,well/pad,2023-02-22,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-22,"check, validate"
well 44,route 1,comp,well/pad,2023-02-22,check
well 46,route 1,comp,well/pad,2023-02-22,check
asset 2,route 1,,ip_mp_fm,2023-02-23,check
asset 3,route 1,,ip_pad,2023-02-23,check
asset 4,route 1,,tank_battery,2023-02-23,check
asset 5,route 1,,tank_battery,2023-02-23,check
asset 9,route 1,,tank_battery,2023-02-23,check
well 13,route 1,esp,well/pad,2023-02-23,"check, validate"
well 14,route 1,plunger,well/pad,2023-02-23,"check, validate"
well 15,route 1,esp,well/pad,2023-02-23,"check, validate"
well 17,route 1,esp,well/pad,2023-02-23,"check, validate"
well 18,route 1,esp,well/pad,2023-02-23,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-02-23,"check, validate"
well 3,route 1,esp,well/pad,2023-02-23,"check, validate"
well 31,route 1,esp,well/pad,2023-02-23,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-02-23,"check, validate"
well 35,route 1,esp,well/pad,2023-02-23,"check, validate"
well 38,route 1,esp,well/pad,2023-02-23,"check, validate"
well 45,route 1,plunger,well/pad,2023-02-23,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-02-23,"check, validate"
well 5,route 1,esp,well/pad,2023-02-23,"check, validate"
well 7,route 1,esp,well/pad,2023-02-23,"check, validate"
well 9,route 1,plunger,well/pad,2023-02-23,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-02-24,check
asset 3,route 1,,ip_pad,2023-02-24,check
asset 4,route 1,,tank_battery,2023-02-24,check
asset 5,route 1,,tank_battery,2023-02-24,check
asset 9,route 1,,tank_battery,2023-02-24,check
asset 2,route 1,,ip_mp_fm,2023-02-25,check
asset 3,route 1,,ip_pad,2023-02-25,check
asset 4,route 1,,tank_battery,2023-02-25,check
asset 5,route 1,,tank_battery,2023-02-25,check
asset 9,route 1,,tank_battery,2023-02-25,check
well 0,route 1,comp,well/pad,2023-02-25,check
well 16,route 1,comp,well/pad,2023-02-25,check
well 2,route 1,rod-lift,well/pad,2023-02-25,"check, validate"
well 23,route 1,comp,well/pad,2023-02-25,check
well 27,route 1,comp,well/pad,2023-02-25,check
well 29,route 1,rod-lift,well/pad,2023-02-25,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-25,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-25,"check, validate"
well 37,route 1,comp,well/pad,2023-02-25,check
well 4,route 1,rod-lift,well/pad,2023-02-25,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-25,"check, validate"
well 44,route 1,comp,well/pad,2023-02-25,check
well 46,route 1,comp,well/pad,2023-02-25,check
asset 2,route 1,,ip_mp_fm,2023-02-26,check
asset 3,route 1,,ip_pad,2023-02-26,check
asset 4,route 1,,tank_battery,2023-02-26,check
asset 5,route 1,,tank_battery,2023-02-26,check
asset 9,route 1,,tank_battery,2023-02-26,check
asset 2,route 1,,ip_mp_fm,2023-02-27,check
asset 3,route 1,,ip_pad,2023-02-27,check
asset 4,route 1,,tank_battery,2023-02-27,check
asset 5,route 1,,tank_battery,2023-02-27,check
asset 9,route 1,,tank_battery,2023-02-27,check
asset 2,route 1,,ip_mp_fm,2023-02-28,"check, validate"
asset 3,route 1,,ip_pad,2023-02-28,"check, validate, calibrate"
asset 4,route 1,,tank_battery,2023-02-28,"check, calibrate"
asset 5,route 1,,tank_battery,2023-02-28,"check, calibrate"
asset 9,route 1,,tank_battery,2023-02-28,"check, calibrate"
well 0,route 1,comp,well/pad,2023-02-28,"check, validate"
well 13,route 1,esp,well/pad,2023-02-28,"check, validate"
well 14,route 1,plunger,well/pad,2023-02-28,"check, validate"
well 15,route 1,esp,well/pad,2023-02-28,"check, validate"
well 16,route 1,comp,well/pad,2023-02-28,"check, validate"
well 17,route 1,esp,well/pad,2023-02-28,"check, validate"
well 18,route 1,esp,well/pad,2023-02-28,"check, validate"
well 2,route 1,rod-lift,well/pad,2023-02-28,"check, validate"
well 23,route 1,comp,well/pad,2023-02-28,"check, validate"
well 27,route 1,comp,well/pad,2023-02-28,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-02-28,"check, validate"
well 29,route 1,rod-lift,well/pad,2023-02-28,"check, validate"
well 3,route 1,esp,well/pad,2023-02-28,"check, validate"
well 31,route 1,esp,well/pad,2023-02-28,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-02-28,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-02-28,"check, validate"
well 35,route 1,esp,well/pad,2023-02-28,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-02-28,"check, validate"
well 37,route 1,comp,well/pad,2023-02-28,"check, validate"
well 38,route 1,esp,well/pad,2023-02-28,"check, validate"
well 4,route 1,rod-lift,well/pad,2023-02-28,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-02-28,"check, validate"
well 44,route 1,comp,well/pad,2023-02-28,"check, validate"
well 45,route 1,plunger,well/pad,2023-02-28,"check, validate"
well 46,route 1,comp,well/pad,2023-02-28,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-02-28,"check, validate"
well 5,route 1,esp,well/pad,2023-02-28,"check, validate"
well 7,route 1,esp,well/pad,2023-02-28,"check, validate"
well 9,route 1,plunger,well/pad,2023-02-28,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-03-01,check
asset 3,route 1,,ip_pad,2023-03-01,check
asset 4,route 1,,tank_battery,2023-03-01,check
asset 5,route 1,,tank_battery,2023-03-01,check
asset 9,route 1,,tank_battery,2023-03-01,check
asset 2,route 1,,ip_mp_fm,2023-03-02,check
asset 3,route 1,,ip_pad,2023-03-02,check
asset 4,route 1,,tank_battery,2023-03-02,check
asset 5,route 1,,tank_battery,2023-03-02,check
asset 9,route 1,,tank_battery,2023-03-02,check
asset 2,route 1,,ip_mp_fm,2023-03-03,check
asset 3,route 1,,ip_pad,2023-03-03,check
asset 4,route 1,,tank_battery,2023-03-03,check
asset 5,route 1,,tank_battery,2023-03-03,check
asset 9,route 1,,tank_battery,2023-03-03,check
well 0,route 1,comp,well/pad,2023-03-03,check
well 16,route 1,comp,well/pad,2023-03-03,check
well 2,route 1,rod-lift,well/pad,2023-03-03,"check, validate"
well 23,route 1,comp,well/pad,2023-03-03,check
well 27,route 1,comp,well/pad,2023-03-03,check
well 29,route 1,rod-lift,well/pad,2023-03-03,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-03,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-03,"check, validate"
well 37,route 1,comp,well/pad,2023-03-03,check
well 4,route 1,rod-lift,well/pad,2023-03-03,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-03,"check, validate"
well 44,route 1,comp,well/pad,2023-03-03,check
well 46,route 1,comp,well/pad,2023-03-03,check
asset 2,route 1,,ip_mp_fm,2023-03-04,check
asset 3,route 1,,ip_pad,2023-03-04,check
asset 4,route 1,,tank_battery,2023-03-04,"check, validate"
asset 5,route 1,,tank_battery,2023-03-04,"check, validate"
asset 9,route 1,,tank_battery,2023-03-04,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-03-05,check
asset 3,route 1,,ip_pad,2023-03-05,check
asset 4,route 1,,tank_battery,2023-03-05,check
asset 5,route 1,,tank_battery,2023-03-05,check
asset 9,route 1,,tank_battery,2023-03-05,check
well 13,route 1,esp,well/pad,2023-03-05,"check, validate"
well 14,route 1,plunger,well/pad,2023-03-05,"check, validate"
well 15,route 1,esp,well/pad,2023-03-05,"check, validate"
well 17,route 1,esp,well/pad,2023-03-05,"check, validate"
well 18,route 1,esp,well/pad,2023-03-05,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-03-05,"check, validate"
well 3,route 1,esp,well/pad,2023-03-05,"check, validate"
well 31,route 1,esp,well/pad,2023-03-05,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-03-05,"check, validate"
well 35,route 1,esp,well/pad,2023-03-05,"check, validate"
well 38,route 1,esp,well/pad,2023-03-05,"check, validate"
well 45,route 1,plunger,well/pad,2023-03-05,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-03-05,"check, validate"
well 5,route 1,esp,well/pad,2023-03-05,"check, validate"
well 7,route 1,esp,well/pad,2023-03-05,"check, validate"
well 9,route 1,plunger,well/pad,2023-03-05,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-03-06,check
asset 3,route 1,,ip_pad,2023-03-06,check
asset 4,route 1,,tank_battery,2023-03-06,check
asset 5,route 1,,tank_battery,2023-03-06,check
asset 9,route 1,,tank_battery,2023-03-06,check
well 0,route 1,comp,well/pad,2023-03-06,check
well 16,route 1,comp,well/pad,2023-03-06,check
well 2,route 1,rod-lift,well/pad,2023-03-06,"check, validate"
well 23,route 1,comp,well/pad,2023-03-06,check
well 27,route 1,comp,well/pad,2023-03-06,check
well 29,route 1,rod-lift,well/pad,2023-03-06,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-06,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-06,"check, validate"
well 37,route 1,comp,well/pad,2023-03-06,check
well 4,route 1,rod-lift,well/pad,2023-03-06,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-06,"check, validate"
well 44,route 1,comp,well/pad,2023-03-06,check
well 46,route 1,comp,well/pad,2023-03-06,check
asset 2,route 1,,ip_mp_fm,2023-03-07,check
asset 3,route 1,,ip_pad,2023-03-07,check
asset 4,route 1,,tank_battery,2023-03-07,check
asset 5,route 1,,tank_battery,2023-03-07,check
asset 9,route 1,,tank_battery,2023-03-07,check
asset 2,route 1,,ip_mp_fm,2023-03-08,check
asset 3,route 1,,ip_pad,2023-03-08,check
asset 4,route 1,,tank_battery,2023-03-08,check
asset 5,route 1,,tank_battery,2023-03-08,check
asset 9,route 1,,tank_battery,2023-03-08,check
asset 2,route 1,,ip_mp_fm,2023-03-09,check
asset 3,route 1,,ip_pad,2023-03-09,check
asset 4,route 1,,tank_battery,2023-03-09,check
asset 5,route 1,,tank_battery,2023-03-09,check
asset 9,route 1,,tank_battery,2023-03-09,check
well 0,route 1,comp,well/pad,2023-03-09,check
well 16,route 1,comp,well/pad,2023-03-09,check
well 2,route 1,rod-lift,well/pad,2023-03-09,"check, validate"
well 23,route 1,comp,well/pad,2023-03-09,check
well 27,route 1,comp,well/pad,2023-03-09,check
well 29,route 1,rod-lift,well/pad,2023-03-09,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-09,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-09,"check, validate"
well 37,route 1,comp,well/pad,2023-03-09,check
well 4,route 1,rod-lift,well/pad,2023-03-09,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-09,"check, validate"
well 44,route 1,comp,well/pad,2023-03-09,check
well 46,route 1,comp,well/pad,2023-03-09,check
asset 2,route 1,,ip_mp_fm,2023-03-10,check
asset 3,route 1,,ip_pad,2023-03-10,check
asset 4,route 1,,tank_battery,2023-03-10,check
asset 5,route 1,,tank_battery,2023-03-10,check
asset 9,route 1,,tank_battery,2023-03-10,check
well 13,route 1,esp,well/pad,2023-03-10,"check, validate"
well 14,route 1,plunger,well/pad,2023-03-10,"check, validate"
well 15,route 1,esp,well/pad,2023-03-10,"check, validate"
well 17,route 1,esp,well/pad,2023-03-10,"check, validate"
well 18,route 1,esp,well/pad,2023-03-10,"check, validate"
well 28,route 1,gas-lift,well/pad,2023-03-10,"check, validate"
well 3,route 1,esp,well/pad,2023-03-10,"check, validate"
well 31,route 1,esp,well/pad,2023-03-10,"check, validate"
well 34,route 1,gas-lift,well/pad,2023-03-10,"check, validate"
well 35,route 1,esp,well/pad,2023-03-10,"check, validate"
well 38,route 1,esp,well/pad,2023-03-10,"check, validate"
well 45,route 1,plunger,well/pad,2023-03-10,"check, validate"
well 48,route 1,gas-lift,well/pad,2023-03-10,"check, validate"
well 5,route 1,esp,well/pad,2023-03-10,"check, validate"
well 7,route 1,esp,well/pad,2023-03-10,"check, validate"
well 9,route 1,plunger,well/pad,2023-03-10,"check, validate"
asset 2,route 1,,ip_mp_fm,2023-03-11,check
asset 3,route 1,,ip_pad,2023-03-11,check
asset 4,route 1,,tank_battery,2023-03-11,check
asset 5,route 1,,tank_battery,2023-03-11,check
asset 9,route 1,,tank_battery,2023-03-11,check
asset 2,route 1,,ip_mp_fm,2023-03-12,check
asset 3,route 1,,ip_pad,2023-03-12,check
asset 4,route 1,,tank_battery,2023-03-12,check
asset 5,route 1,,tank_battery,2023-03-12,check
asset 9,route 1,,tank_battery,2023-03-12,check
well 0,route 1,comp,well/pad,2023-03-12,check
well 16,route 1,comp,well/pad,2023-03-12,check
well 2,route 1,rod-lift,well/pad,2023-03-12,"check, validate"
well 23,route 1,comp,well/pad,2023-03-12,check
well 27,route 1,comp,well/pad,2023-03-12,check
well 29,route 1,rod-lift,well/pad,2023-03-12,"check, validate"
well 32,route 1,rod-lift,well/pad,2023-03-12,"check, validate"
well 36,route 1,rod-lift,well/pad,2023-03-12,"check, validate"
well 37,route 1,comp,well/pad,2023-03-12,check
well 4,route 1,rod-lift,well/pad,2023-03-12,"check, validate"
well 40,route 1,rod-lift,well/pad,2023-03-12,"check, validate"
well 44,route 1,comp,well/pad,2023-03-12,check
well 46,route 1,comp,well/pad,2023-03-12,check
asset 2,route 1,,ip_mp_fm,2023-03-13,check
asset 3,route 1,,ip_pad,2023-03-13,check
asset 4,route 1,,tank_battery,2023-03-13,check
asset 5,route 1,,tank_battery,2023-03-13,check
asset 9,route 1,,tank_battery,2023-03-13,check
asset 2,route 1,,ip_mp_fm,2023-03-14,check
asset 3,route 1,,ip_pad,2023-03-14,check
asset 4,route 1,,tank_battery,2023-03-14,check
asset 5,route 1,,tank_battery,2023-03-14,check
asset 9,route 1,,tank_battery,2023-03-14,check
asset 2,route 1,,ip_mp_fm,2023-03-15,check
asset 3,route 1,,ip_pad,2023-03-15,check
asset 4,route 1,,tank_battery,2023-03-15,check
asset 5,route 1,,tank_battery,2023-03-15,check
asset 9,route 1,,tank_battery,2023-03-15,check
well 0,route 1,comp,well/pad,2023-03-15,check
well 13,route 1,esp,well/pad,2023-03-15,"check, validate"
well 14,route 1,plunger,well/pad,2023-03-15,"check, validate"
